"Statistic","Year","Garda Station","Type of Offence","UNIT","VALUE"
"Recorded Crime Offences Under Reservation","2018","66102 Cabra, D.M.R. Western Division","Public order and other social code offences","Number","74"
"Recorded Crime Offences Under Reservation","2018","66102 Cabra, D.M.R. Western Division","Offences against government, justice procedures and organisation of crime","Number","20"
"Recorded Crime Offences Under Reservation","2018","66202 Clondalkin, D.M.R. Western Division","Attempts/threats to murder, assaults, harassments and related offences","Number","179"
"Recorded Crime Offences Under Reservation","2018","66202 Clondalkin, D.M.R. Western Division","Dangerous or negligent acts","Number","84"
"Recorded Crime Offences Under Reservation","2018","66202 Clondalkin, D.M.R. Western Division","Kidnapping and related offences","Number","1"
"Recorded Crime Offences Under Reservation","2018","66202 Clondalkin, D.M.R. Western Division","Robbery, extortion and hijacking offences","Number","34"
"Recorded Crime Offences Under Reservation","2018","66202 Clondalkin, D.M.R. Western Division","Burglary and related offences","Number","202"
"Recorded Crime Offences Under Reservation","2018","66202 Clondalkin, D.M.R. Western Division","Theft and related offences","Number","636"
"Recorded Crime Offences Under Reservation","2018","66202 Clondalkin, D.M.R. Western Division","Fraud, deception and related offences","Number","50"
"Recorded Crime Offences Under Reservation","2018","66202 Clondalkin, D.M.R. Western Division","Controlled drug offences","Number","195"
"Recorded Crime Offences Under Reservation","2018","66202 Clondalkin, D.M.R. Western Division","Weapons and Explosives Offences","Number","26"
"Recorded Crime Offences Under Reservation","2018","66202 Clondalkin, D.M.R. Western Division","Damage to property and to the environment","Number","238"
"Recorded Crime Offences Under Reservation","2018","66202 Clondalkin, D.M.R. Western Division","Public order and other social code offences","Number","152"
"Recorded Crime Offences Under Reservation","2018","66202 Clondalkin, D.M.R. Western Division","Offences against government, justice procedures and organisation of crime","Number","51"
"Recorded Crime Offences Under Reservation","2018","63401 Clontarf, D.M.R. Northern Division","Attempts/threats to murder, assaults, harassments and related offences","Number","79"
"Recorded Crime Offences Under Reservation","2018","63401 Clontarf, D.M.R. Northern Division","Dangerous or negligent acts","Number","41"
"Recorded Crime Offences Under Reservation","2018","63401 Clontarf, D.M.R. Northern Division","Kidnapping and related offences","Number","1"
"Recorded Crime Offences Under Reservation","2018","63401 Clontarf, D.M.R. Northern Division","Robbery, extortion and hijacking offences","Number","31"
"Recorded Crime Offences Under Reservation","2018","63401 Clontarf, D.M.R. Northern Division","Burglary and related offences","Number","198"
"Recorded Crime Offences Under Reservation","2018","63401 Clontarf, D.M.R. Northern Division","Theft and related offences","Number","597"
"Recorded Crime Offences Under Reservation","2018","63401 Clontarf, D.M.R. Northern Division","Fraud, deception and related offences","Number","26"
"Recorded Crime Offences Under Reservation","2018","63401 Clontarf, D.M.R. Northern Division","Controlled drug offences","Number","78"
"Recorded Crime Offences Under Reservation","2018","63401 Clontarf, D.M.R. Northern Division","Weapons and Explosives Offences","Number","15"
"Recorded Crime Offences Under Reservation","2018","63401 Clontarf, D.M.R. Northern Division","Damage to property and to the environment","Number","155"
"Recorded Crime Offences Under Reservation","2018","63401 Clontarf, D.M.R. Northern Division","Public order and other social code offences","Number","84"
"Recorded Crime Offences Under Reservation","2018","63401 Clontarf, D.M.R. Northern Division","Offences against government, justice procedures and organisation of crime","Number","14"
"Recorded Crime Offences Under Reservation","2018","63301 Coolock, D.M.R. Northern Division","Attempts/threats to murder, assaults, harassments and related offences","Number","200"
"Recorded Crime Offences Under Reservation","2018","63301 Coolock, D.M.R. Northern Division","Dangerous or negligent acts","Number","49"
"Recorded Crime Offences Under Reservation","2018","63301 Coolock, D.M.R. Northern Division","Kidnapping and related offences","Number","2"
"Recorded Crime Offences Under Reservation","2018","63301 Coolock, D.M.R. Northern Division","Robbery, extortion and hijacking offences","Number","65"
"Recorded Crime Offences Under Reservation","2018","63301 Coolock, D.M.R. Northern Division","Burglary and related offences","Number","222"
"Recorded Crime Offences Under Reservation","2018","63301 Coolock, D.M.R. Northern Division","Theft and related offences","Number","1124"
"Recorded Crime Offences Under Reservation","2018","63301 Coolock, D.M.R. Northern Division","Fraud, deception and related offences","Number","54"
"Recorded Crime Offences Under Reservation","2018","63301 Coolock, D.M.R. Northern Division","Controlled drug offences","Number","254"
"Recorded Crime Offences Under Reservation","2018","63301 Coolock, D.M.R. Northern Division","Weapons and Explosives Offences","Number","41"
"Recorded Crime Offences Under Reservation","2018","63301 Coolock, D.M.R. Northern Division","Damage to property and to the environment","Number","373"
"Recorded Crime Offences Under Reservation","2018","63301 Coolock, D.M.R. Northern Division","Public order and other social code offences","Number","163"
"Recorded Crime Offences Under Reservation","2018","63301 Coolock, D.M.R. Northern Division","Offences against government, justice procedures and organisation of crime","Number","66"
"Recorded Crime Offences Under Reservation","2018","64101 Crumlin, D.M.R. Southern Division","Attempts/threats to murder, assaults, harassments and related offences","Number","104"
"Recorded Crime Offences Under Reservation","2018","64101 Crumlin, D.M.R. Southern Division","Dangerous or negligent acts","Number","29"
"Recorded Crime Offences Under Reservation","2018","64101 Crumlin, D.M.R. Southern Division","Kidnapping and related offences","Number","1"
"Recorded Crime Offences Under Reservation","2018","64101 Crumlin, D.M.R. Southern Division","Robbery, extortion and hijacking offences","Number","30"
"Recorded Crime Offences Under Reservation","2018","64101 Crumlin, D.M.R. Southern Division","Burglary and related offences","Number","201"
"Recorded Crime Offences Under Reservation","2018","64101 Crumlin, D.M.R. Southern Division","Theft and related offences","Number","385"
"Recorded Crime Offences Under Reservation","2018","64101 Crumlin, D.M.R. Southern Division","Fraud, deception and related offences","Number","54"
"Recorded Crime Offences Under Reservation","2018","64101 Crumlin, D.M.R. Southern Division","Controlled drug offences","Number","95"
"Recorded Crime Offences Under Reservation","2018","64101 Crumlin, D.M.R. Southern Division","Weapons and Explosives Offences","Number","10"
"Recorded Crime Offences Under Reservation","2018","64101 Crumlin, D.M.R. Southern Division","Damage to property and to the environment","Number","187"
"Recorded Crime Offences Under Reservation","2018","64101 Crumlin, D.M.R. Southern Division","Public order and other social code offences","Number","78"
"Recorded Crime Offences Under Reservation","2018","64101 Crumlin, D.M.R. Southern Division","Offences against government, justice procedures and organisation of crime","Number","23"
"Recorded Crime Offences Under Reservation","2018","61101 Donnybrook, D.M.R. South Central Division","Attempts/threats to murder, assaults, harassments and related offences","Number","68"
"Recorded Crime Offences Under Reservation","2018","61101 Donnybrook, D.M.R. South Central Division","Dangerous or negligent acts","Number","23"
"Recorded Crime Offences Under Reservation","2018","61101 Donnybrook, D.M.R. South Central Division","Kidnapping and related offences","Number","0"
"Recorded Crime Offences Under Reservation","2018","61101 Donnybrook, D.M.R. South Central Division","Robbery, extortion and hijacking offences","Number","9"
"Recorded Crime Offences Under Reservation","2018","61101 Donnybrook, D.M.R. South Central Division","Burglary and related offences","Number","164"
"Recorded Crime Offences Under Reservation","2018","61101 Donnybrook, D.M.R. South Central Division","Theft and related offences","Number","557"
"Recorded Crime Offences Under Reservation","2018","61101 Donnybrook, D.M.R. South Central Division","Fraud, deception and related offences","Number","47"
"Recorded Crime Offences Under Reservation","2018","61101 Donnybrook, D.M.R. South Central Division","Controlled drug offences","Number","59"
"Recorded Crime Offences Under Reservation","2018","61101 Donnybrook, D.M.R. South Central Division","Weapons and Explosives Offences","Number","6"
"Recorded Crime Offences Under Reservation","2018","61101 Donnybrook, D.M.R. South Central Division","Damage to property and to the environment","Number","116"
"Recorded Crime Offences Under Reservation","2018","61101 Donnybrook, D.M.R. South Central Division","Public order and other social code offences","Number","167"
"Recorded Crime Offences Under Reservation","2018","61101 Donnybrook, D.M.R. South Central Division","Offences against government, justice procedures and organisation of crime","Number","7"
"Recorded Crime Offences Under Reservation","2018","63202 Dublin Airport, D.M.R. Northern Division","Attempts/threats to murder, assaults, harassments and related offences","Number","16"
"Recorded Crime Offences Under Reservation","2018","63202 Dublin Airport, D.M.R. Northern Division","Dangerous or negligent acts","Number","6"
"Recorded Crime Offences Under Reservation","2018","63202 Dublin Airport, D.M.R. Northern Division","Kidnapping and related offences","Number","6"
"Recorded Crime Offences Under Reservation","2018","63202 Dublin Airport, D.M.R. Northern Division","Robbery, extortion and hijacking offences","Number","2"
